name,planet_status,mass,radius,orbital_period,angular_distance,discovered,temp_measured,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_mass,star_radius,star_age,star_alternate_names
55 Cnc e,Confirmed,0.02703,0.1737,0.7365478,0.001264,2004,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"TOI-1773 e, HD 75732 e",55 Cnc,133.1541667,28.3338889,5.95,,,,,12.34,1.015,0.98,10.2,TOI-1773
BD+20 594 b,Confirmed,0.07,0.23,41.6855,,2016,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J03343623+2035574 b, EPIC 210848071 b, EPIC 210848071.01, K2-56 b, TYC 1242-608-1 b, WISE J033436.26+203556.7 b",BD+20 594,53.650967,20.599232,11.0,,9.77,9.432,,180.39,1.67,1.08,3.34,"2MASS 03343623+2035574, 2MASS J03343623+2035574, EPIC 210848071, K2-56, TYC 1242-608-1, WISE J033436.26+203556.7"
CoRoT-32 b,Confirmed,0.15,0.57,6.71837,,2017,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,CoRoT-32,100.195833349,9.257500011,14.0,,,,,,1.09,0.79,,CoRoT-223977153
CoRoT-33 b,Confirmed,59.2,1.1,5.819143,,2015,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,CoRoT-33,279.641666678,5.624722241,14.7,,,,,,0.86,0.94,4.6,"2MASS 18383391 + 0537287, USNO-A2 0900-13338694"
EPIC 211945201 b,Confirmed,0.085,0.514,19.49221,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J09061775+1924080 b, EPIC 211945201.01, K2-236 b, TYC 1404-1186-1 b, WISE J090617.78+192407.6 b",EPIC 211945201,136.573975,19.402252,10.15,,9.144,8.908,,182.69,1.17,1.39,3.99,"2MASS J09061775+1924080, K2-236, TYC 1404-1186-1, WISE J090617.78+192407.6"
EPIC 212036875 b,Confirmed,51.0,0.83,5.16992,,2019,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,EPIC 212036875 b,EPIC 212036875,134.691666682,20.869166686,11.0,,,,,,1.1241,1.4,4.6,EP212
EPIC 212737443 b,Confirmed,0.02907,0.231,13.603,,2019,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"2MASS J13365320-0719053 b, EPIC 212737443.01, K2-310 b, WISE J133653.17-071905.1 b",EPIC 212737443,204.221695,-7.318144,14.8,13.626,12.824,12.239,,347.45,0.69,0.67,,"2MASS J13365320-0719053, K2-310, WISE J133653.17-071905.1"
EPIC 212737443 c,Confirmed,0.0303,0.24,65.55,,2019,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,EPIC 212737443,204.221695,-7.318144,14.8,13.626,12.824,12.239,,347.45,0.69,0.67,,"2MASS J13365320-0719053, K2-310, WISE J133653.17-071905.1"
EPIC 219388192 b,Confirmed,36.0,0.846,5.292569,,2016,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,CWW 89A b,EPIC 219388192,289.391666678,-16.871666688,12.5,,,,,300.0,0.99,1.01,3.9,"2MASS J19173402-1652177, CWW 89A"
K2-106 b,Confirmed,0.0263,0.162,0.571331,,2016,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"EPIC 220674823 b, 2MASS J00521914+1047409 b, EPIC 220674823.01, TYC 608-458-1 b, WISE J005219.18+104740.9 b",EPIC 220674823,13.07978,10.794699,12.1,,10.77,10.454,,246.1,0.97,0.98,5.0,"K2-106, TYC 608-458-1, 2MASS J00521914+1047409, WISE J005219.18+104740.9"
K2-106 c,Confirmed,0.018,0.244,13.339079,,2016,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J00521914+1047409 c, EPIC 220674823.02, TYC 608-458-1 c, WISE J005219.18+104740.9 c, EPIC 220674823 c",EPIC 220674823,13.07978,10.794699,12.1,,10.77,10.454,,246.1,0.97,0.98,5.0,"K2-106, TYC 608-458-1, 2MASS J00521914+1047409, WISE J005219.18+104740.9"
EPIC 246851721 b,Confirmed,3.0,1.051,6.180235,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,EPIC 246851721,78.9197500136,16.2787416817,11.4,,,,,376.0,1.324,1.624,3.09,"TYC 1283-739-1, 2MASS J05154075+1616435"
G 9-40 b,Confirmed,0.013,0.17,5.7459982,,2019,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J08585232+2104344 b, EPIC 212048748 b, EPIC 212048748.01, K2-313 b, LSPM J0858+2104 b, TIC 203214081 b, WISE J085852.46+210430.8 b",G 9-40,134.718109,21.076048,13.8,,10.058,9.433,,27.93,0.29,0.31,9.9,"2MASS J08585232+2104344, EPIC 212048748, K2-313, LSPM J0858+2104, TIC 203214081, WISE J085852.46+210430.8"
Gaia-1 b,Confirmed,1.68,1.229,3.042524,,2021,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"Gaia EDR3 3026325426682637824 b, TIC 11755687 b",Gaia-1,90.6436666838,-0.5771154808,13.2,,,,,368.3,0.93,0.962,,EDR3 3026325426682637824
Gaia-2 b,Confirmed,0.773,1.327,3.6915237,,2021,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"Gaia EDR3 1107980654748582144 b, TIC 147797743",Gaia-2,110.735333173,67.2526599247,11.3,,,,,207.2,1.0,1.064,,EDR3 1107980654748582144
GJ 143 b,Confirmed,0.0714,0.2329,35.61253,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,HD 21749 b,GJ 143,51.745833353,-63.499166689,8.3,,,,,16.33,0.76,0.73,3.8,"HD 21749, TOI-186"
GJ 143 c,Confirmed,0.01164,0.07958,7.78993,,2018,,Published in a refereed paper,Primary Transit,,Primary Transit,"TOI  186.02, HD 21749 c",GJ 143,51.745833353,-63.499166689,8.3,,,,,16.33,0.76,0.73,3.8,"HD 21749, TOI-186"
GJ 3090 b,Confirmed,0.01051,0.19,2.8531054,,2022,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-177.01,GJ 3090,20.437500015,-46.71444447,11.0,,,,,22.444,0.519,0.516,,TOI-177
GJ 3473 b,Confirmed,0.00585,0.11277,1.1980035,,2020,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,GJ 3473,120.595833341,3.3388889,13.0,,,,,27.39,0.36,0.364,,TOI-488
GJ 357 b,Confirmed,0.006566,0.10411,3.93086,,2019,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-562.01,GJ 357,144.006821883,-21.6607995444,,,,,,9.444,0.342,0.337,,"L 678-39, Gliese 357, TOI 562"
GJ 367  b,Confirmed,0.00047,0.0526,0.3219659,,2021,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,TOI-731 b,GJ 367,146.12500001,-45.776388912,10.0,,,,,9.41,0.454,0.457,,TOI-731
GJ 3929 b,Confirmed,0.00381,0.1026,2.6162745,,2022,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-2013 b,GJ 3929,239.579166673,35.40666668,12.0,,,,,15.83,0.309,0.35,,TOI-2013
HAT-P-10 A b,Confirmed,0.46,1.045,3.722469,0.000351,2008,,Submitted to a professional journal,Primary Transit,,,"WASP-11 b, HAT-P-10 b",HAT-P-10 A,47.3708333,30.6736111,11.89,,,,,125.0,0.82,0.81,11.2,"WASP-11, HAT-P-10, WASP-11 A"
HAT-P-27 b,Confirmed,0.66,1.055,3.0395803,0.000198,2011,,Published in a refereed paper,Primary Transit,,,WASP-40 b,HAT-P-27,222.7666667,5.9472222,12.21,,,,,204.0,0.945,0.898,4.4,WASP-40
HAT-P-30 b,Confirmed,0.711,1.34,2.810595,0.000217,2011,,Published in a refereed paper,Primary Transit,,,WASP-51 b,HAT-P-30,123.95,5.8366667,10.42,,,,,193.0,1.18,1.33,1.0,WASP-51
HAT-P-38 b,Confirmed,0.267,0.825,4.640382,0.00021,2012,,Published in a refereed paper,Primary Transit,,,,HAT-P-38,35.3830000106,32.2463333484,12.56,,,,,249.0,0.886,0.923,10.1,"GSC 02314-00559, 2MASS J02213197+3214461"
HAT-P-50 b,Confirmed,1.36,1.288,3.1220109,,2015,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,HAT-P-50,118.062500005,28.139444452,11.76,,,,,597.0,1.273,1.698,3.37,"2MASS 07521521+1208218, GSC 0787-00340"
HAT-P-51 b,Confirmed,0.309,1.293,4.2180278,,2015,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,HAT-P-51,21.066666672,32.810833358,13.44,,,,,470.0,0.976,1.041,8.2,"2MASS 01241564+3248387, GSC 2296-00637"
HAT-P-52 b,Confirmed,0.819,1.009,2.7535953,,2015,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,HAT-P-52,42.720833351,29.022500005,14.07,,,,,385.0,0.887,0.893,9.4,"2MASS 02505320+2901206, GSC 1793-01136"
HAT-P-53 b,Confirmed,1.487,1.318,1.9616241,,2015,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,HAT-P-53,21.870833343,38.968055576,13.73,,,,,719.0,1.093,1.209,4.67,"2MASS 01272906+3858053, GSC 2813-01266"
HAT-P-56 b,Confirmed,2.31,1.51,2.79083,,2015,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS 06432353+2715082 b, BD+27 1206, EPIC 202126852 b, EPIC 202126852.01, GSC 1901-00976 b, HD 262389 b, HIP 032209 b, K2-20 b, SAO 133614 b, TYC 1901-00976-1 b, WISE J064323.52+271507.9 b",HAT-P-56,100.848038,27.252293,10.91,9.919,10.068,9.881,,323.5,1.42,1.47,2.01,"2MASS J06432353+2715082, BD+27 1206, EPIC 202126852, GSC 1901-00976, HD 262389, HIP 32209, K2-20, SAO 133614, TYC 1901-00976-1, WISE J064323.52+271507.9"
HAT-P-57 b,Confirmed,1.85,1.413,2.465295,,2015,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,HAT-P-57,282.241666686,10.597222245,10.47,,,,,303.0,1.47,1.5,1.0,2MASS 18185842+103
HATS-11 b,Confirmed,0.85,1.609,3.619188,,2016,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J19173618-2223236 b, EPIC 216414930 b, EPIC 216414930.01, GSC 6308-00430 b, K2-143 b, WISE J191736.17-222323.8 b",HATS-11,289.400757,-22.389927,14.0,,12.647,12.315,,967.34,1.33,1.54,7.7,"2MASS J19173618-2223236, EPIC 216414930, GSC 6308-00430, K2-143, WISE J191736.17-222323.8"
HATS-12 b,Confirmed,2.38,0.692,3.142702,,2016,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J19164857-1921212 b, EPIC 218131080 b, EPIC 218131080.01, GSC 6304-00396 b, K2-144 b, WISE J191648.57-192121.5 b",HATS-12,289.202393,-19.355907,12.76,,11.725,11.507,,512.41,1.16,1.17,2.36,"2MASS J19164857-1921212, EPIC 218131080, GSC 6304-00396, K2-144, WISE J191648.57-192121.5"
HATS-15 b,Confirmed,2.17,1.105,1.74748753,,2014,,Published in a refereed paper,Primary Transit,Radial Velocity,,,HATS-15,311.092500007,-19.4375277898,14.774,,,,,689.0,0.871,0.922,11.0,2MASS 20442207-1926150
HATS-16 b,Confirmed,3.27,1.3,2.686502,,2015,,Published in a refereed paper,Primary Transit,Radial Velocity,,,HATS-16,358.558500005,-30.0130000104,13.834,,,,,774.0,0.97,1.238,9.5,2MASS 23541409-3000467
HATS-25 b,Confirmed,0.613,1.26,4.2986432,,2016,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,HATS-25,207.907500013,-23.7811666936,13.1,,,,,466.0,0.994,1.107,7.5,"2MASS 13513786-2346522, GSC 6716-01190"
HATS-26 b,Confirmed,0.65,1.75,3.3023881,,2016,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-574 b,HATS-26,144.926833347,-28.5855833468,12.955,,,,,907.0,1.299,2.04,4.04,"2MASS 09394244-2835081, GSC 6614-01083"
HATS-27 b,Confirmed,0.53,1.5,4.637038,,2016,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,HATS-27,193.552500004,-46.5877222374,12.8,,,,,840.0,1.415,1.74,2.3,"2MASS 12541261-4635157, GSC 8245-02236"
HATS-28 b,Confirmed,0.672,1.194,3.1810781,,2016,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,HATS-28,284.400000012,-49.138472229,,,,,,521.0,0.929,0.922,6.2,"2MASS 18573592-4908184, GSC 8382-00661"
HATS-29 b,Confirmed,0.653,1.251,4.6058749,,2016,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,HATS-29,135.096000008,-54.89319447,12.6,,,,,351.0,1.032,1.073,5.5,"2MASS 19002314-5453354, GSC 8763-00475"
HATS-30 b,Confirmed,0.706,1.175,3.1743516,,2016,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-110 b,HATS-30,5.61870834283,-59.9425555816,12.192,,,,,339.0,1.093,1.061,2.3,"2MASS 00222848-5956331, GSC 8471-00231"
HATS-36 b,Confirmed,2.79,1.153,4.175186,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,,"EPIC 215969174  b, 2MASS J19255488-2312100 b, EPIC 215969174 b, EPIC 215969174.01, K2-145 b, WISE J192554.88-231210.0 b",HATS-36,291.478699,-23.202793,14.386,,13.181,12.855,,878.65,1.1,1.1,3.4,"EPIC 215969174, 2MASS 19255488-2312100, 2MASS J19255488-2312100, K2-145, WISE J192554.88-231210.0"
HATS-43 b,Confirmed,0.261,1.18,4.3888497,,2017,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,HATS-43,80.5381666697,-30.970833356,13.593,,,,,341.0,0.837,0.812,8.6,2MASS-05220915-3058150
HATS-44 b,Confirmed,0.56,1.067,2.7439004,,2017,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,HATS-44,84.3267083395,-27.9726111352,14.428,,,,,463.0,0.86,0.847,9.7,2MASS-05371842-2758214
HATS-45 b,Confirmed,0.7,1.286,4.1876244,,2017,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,HATS-45,101.994291686,-21.910694471,13.307,,,,,818.0,1.272,1.315,1.52,2MASS-06475862-2154385
HATS-46 b,Confirmed,0.173,0.903,4.7423729,,2017,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-115,HATS-46,6.70241668286,-56.31611113,13.634,,,,,448.0,0.917,0.853,3.0,2MASS-00264858-5618580
HATS-54 b,Confirmed,0.753,1.015,2.5441765,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,NGTS-22 b,HATS-54,200.633333344,-44.688888907,13.9,,,,,720.0,1.05,1.23,7.96,NGTS-22
HATS-6 b,Confirmed,0.319,0.998,3.3252725,,2014,,Published in a refereed paper,Primary Transit,,,,HATS-6,88.1467500117,-19.031666679,15.2,,,,,148.4,0.574,0.57,,MASS 05523523-1901539
HATS-74A b,Confirmed,1.46,1.032,1.73185606,,2021,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-737 b,HATS-74A,171.016666668,-19.557222239,,,,,,286.6,0.6,0.5758,11.0,TOI-737
HATS-75 b,Confirmed,0.491,0.884,2.7886556,,2021,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-552 b,HATS-75,60.950000016,-25.408888904,15.8,,,,,195.3,0.6017,0.5848,14.9,TOI-552
HATS-76 b,Confirmed,2.629,1.079,1.9416423,,2021,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-555 b,HATS-76,70.341666674,-32.320555565,,,,,,390.0,0.662,0.626,4.6,TOI-555
HATS-77 b,Confirmed,1.374,1.165,3.0876262,,2021,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-730 b,HATS-77,149.825000006,-27.392777793,16.35,,,,,414.0,0.655,0.643,12.1,TOI-730
HATS-9 b,Confirmed,0.839,1.236,1.915291,,2015,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J19231442-2009587 b, EPIC 217671466 b, EPIC 217671466.01, GSC 6305-02502 b, K2-142 b, WISE J192314.43-200958.9 b",HATS-9,290.810104,-20.166317,13.3,,11.885,11.558,,654.36,1.1,1.56,10.8,"2MASS J19231442-2009587, EPIC 217671466, GSC 6305-02502, K2-142, WISE J192314.43-200958.9"
HD 106315 c,Confirmed,0.04782,0.388,21.05704,,2017,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J12135339-0023365 c, BD+00 2910 c, EPIC 201437844 c, EPIC 201437844.02, GSC 04940-00868 c, K2-109 c, SAO 138659 c, TYC 4940-868-1 c, WISE J121353.39-002336.4 c",HD 106315,183.472473,-0.393484,9.0,,8.116,7.962,,109.0,1.09,1.3,4.48,"2MASS J12135339-0023365, BD+00 2910, EPIC 201437844, GSC 04940-00868, K2-109, SAO 138659, TYC 4940-868-1, WISE J121353.39-002336.4"
HD 106315 b,Confirmed,0.03964,0.218,9.55237,,2017,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J12135339-0023365 b, BD+00 2910 b, EPIC 201437844 b, EPIC 201437844.01, GSC 04940-00868 b, K2-109 b, SAO 138659 b, TYC 4940-868-1 b, WISE J121353.39-002336.4 b",HD 106315,183.472473,-0.393484,9.0,,8.116,7.962,,109.0,1.09,1.3,4.48,"2MASS J12135339-0023365, BD+00 2910, EPIC 201437844, GSC 04940-00868, K2-109, SAO 138659, TYC 4940-868-1, WISE J121353.39-002336.4"
HD 10697 b,Confirmed,6.837,1.152,1075.69,0.066339,2000,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,109 Psc b,HD 10697,26.2326,20.08315,6.29,,,,,32.56,1.13,1.79,6.9,109 Psc
HD 110113 b,Confirmed,0.01432,0.1829,2.541,,2021,,Published in a refereed paper,Primary Transit,Radial Velocity,,TOI-755 b,HD 110113,190.037500003,-44.31194446,10.0,,,,,106.3,0.997,0.968,,TOI-755
HD 152843 b,Confirmed,0.03637,0.3042,11.6264,,2021,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-2319 b,HD 152843,253.783333336,20.491388905,8.85,,,,,107.898,1.15,1.43,,TOI-2319
HD 183579 b,Confirmed,0.0302,0.3149,17.471278,,2021,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-1055 b,HD 183579,293.287500003,-54.532500023,8.7,,,,,57.06,1.031,0.985,,TOI-1055
HD 202772 A b,Confirmed,1.008,1.562,3.30896,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,HD 202772 A,319.700000016,-26.616388914,8.32,,,,,147.2,1.703,2.614,1.8,TIC 290131778
HD 20329 b,Confirmed,0.02335,0.1534,0.926118,,2022,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-4524 b,HD 20329,49.179166681,15.657222241,8.7,,,,,63.38,0.9,1.13,11.0,TOI-4524
HD 207897 b,Confirmed,0.05,0.22348,16.202157,,2021,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-1611 b,HD 207897,325.187500015,84.333611118,8.4,,,,,28.25,0.801,0.779,7.1,TOI-1611
HD 213885 b,Confirmed,0.02778,0.15568,1.008035,,2019,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-141 b,HD 213885,338.983333352,-59.864722251,8.0,,,,,57.97,1.068,1.101,3.8,TOI-141
HD 221416 b,Confirmed,0.1904,0.836,14.2767,,2019,,Published in a refereed paper,Primary Transit,,Primary Transit,,HD 221416,353.033635027,-21.8014213544,8.15,,,,,95.075,1.212,2.943,4.9,TOI-197
HD 23472 b,Confirmed,0.02618,0.16701,17.667087,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-174 b,HD 23472,55.45833335,-62.76694446,9.7,,,,,39.1,0.75,0.73,,TOI-174
HD 23472 c,Confirmed,0.01073,0.1668,29.79749,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-174 c,HD 23472,55.45833335,-62.76694446,9.7,,,,,39.1,0.75,0.73,,TOI-174
HD 23472 d,Confirmed,0.00173,0.0669,3.97664,,2019,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-174 d,HD 23472,55.45833335,-62.76694446,9.7,,,,,39.1,0.75,0.73,,TOI-174
HD 23472 e,Confirmed,0.00227,0.07298,7.90754,,2022,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-174 e,HD 23472,55.45833335,-62.76694446,9.7,,,,,39.1,0.75,0.73,,TOI-174
HD 260655 b,Confirmed,0.00673,0.1106,2.76953,,2022,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"TOI-4599 b, GJ 239 b",HD 260655,99.295833337,17.564722245,9.8,,,,,9.9976,0.439,0.439,5.0,"TOI-4599, GJ 239"
HD 260655 c,Confirmed,0.00972,0.13677,5.70588,,2022,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"TOI-4599 c, GJ 239 c",HD 260655,99.295833337,17.564722245,9.8,,,,,9.9976,0.439,0.439,5.0,"TOI-4599, GJ 239"
HD 3167 b,Confirmed,0.0158,0.152,0.959624,,2016,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"EPIC 220383386 b, HIP 2736 b, 2MASS J00345752+0422531 b, BD+03 68 b, EPIC 220383386.01, K2-96 b, SAO 109291 b, TYC 0013-00894-1 b, WISE J003457.60+042251.4 b",HD 3167,8.739684,4.381469,8.94,,7.548,7.203,,47.36,0.94,0.87,5.0,"EPIC 220383386, HIP 2736, 2MASS J00345752+0422531, BD+03 68, K2-96, SAO 109291, TYC 0013-00894-1, WISE J003457.60+042251.4"
HD 3167 c,Confirmed,0.0308,0.255,29.83832,,2016,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"EPIC 220383386 c, HIP 2736 c, 2MASS J00345752+0422531 c, BD+03 68 c, EPIC 220383386.02, K2-96 c, SAO 109291 c, TYC 0013-00894-1 c, WISE J003457.60+042251.4 c",HD 3167,8.739684,4.381469,8.94,,7.548,7.203,,47.36,0.94,0.87,5.0,"EPIC 220383386, HIP 2736, 2MASS J00345752+0422531, BD+03 68, K2-96, SAO 109291, TYC 0013-00894-1, WISE J003457.60+042251.4"
HD 332231 b,Confirmed,0.244,0.867,18.71204,,2020,,Submitted to a professional journal,Primary Transit,Radial Velocity,Primary Transit,TOI-1456 b,HD 332231,306.74132496,33.7444513256,8.56,,,,,80.597,1.127,1.277,4.3,"TIC  199376584, TOI 1456"
HD 5278 b,Confirmed,0.0245,0.2186,14.33902,,2021,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-130,HD 5278,12.54166667,-83.743888912,8.0,,,,,56.12,1.126,1.194,3.0,TOI-130
HD 73583 c,Confirmed,0.0302,0.2436,18.8805,,2021,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-560 c,HD 73583,129.687500015,-13.256666677,9.67,,,,,31.6,0.66,0.71,0.75,TOI-560
HD 73583 b,Confirmed,0.0321,0.2489,6.398042,,2021,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-560 b,HD 73583,129.687500015,-13.256666677,9.67,,,,,31.6,0.66,0.71,0.75,TOI-560
HD 80653 b,Confirmed,0.01762,0.144,0.719573,,2020,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,"2MASS J09212142+1422046 b, EPIC 251279430 b, EPIC 251279430.01, K2-312 b, TIC 55315929 b, TYC 825-1097-1 b, WISE J092121.39+142204.3 b",HD 80653,140.339249,14.367923,9.5,,8.315,8.079,,109.86,1.18,1.22,2.67,"2MASS J09212142+1422046, EPIC 251279430, K2-312, TIC 55315929, TYC 825-1097-1, WISE J092121.39+142204.3"
HD 89345 b,Confirmed,0.1123,0.612,11.81399,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"K2-234 b, EPIC 248777106 b",HD 89345,154.670833347,10.129166679,9.4,,,,,126.6,1.12,1.657,9.4,"K2-234, EPIC 248777106"
HIP 65A b,Confirmed,3.213,2.03,0.9809734,,2020,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-129 b,HIP 65A,0.187500015,-54.830833361,11.1,,,,,61.89,0.781,0.7242,4.1,TOI-129
HIP 94235 b,Confirmed,1.192,0.2862,7.712121,,2022,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-4399 b,HIP 94235,287.741666686,-60.27250001,8.3,,,,,58.61,1.094,1.08,0.1,TOI-4399
HR 8799 b,Confirmed,7.0,1.2,164250.0,1.725888,2008,,Published in a refereed paper,Imaging,,,,HR 8799,346.8708333,21.1341667,5.96,,,,,39.4,1.56,1.5,0.06,HD 218396
HR 8799 e,Confirmed,9.6,1.17,18000.0,0.36802,2010,1150.0,Published in a refereed paper,Imaging,Astrometry,Theoretical,,HR 8799,346.8708333,21.1341667,5.96,,,,,39.4,1.56,1.5,0.06,HD 218396
HR 8799 d,Confirmed,8.3,1.2,41054.0,0.685279,2008,,Published in a refereed paper,Imaging,Spectrum,,,HR 8799,346.8708333,21.1341667,5.96,,,,,39.4,1.56,1.5,0.06,HD 218396
HR 8799 c,Confirmed,8.3,1.3,82145.0,1.088832,2008,,Published in a refereed paper,Imaging,Spectrum,,,HR 8799,346.8708333,21.1341667,5.96,,,,,39.4,1.56,1.5,0.06,HD 218396
K2-105 b,Confirmed,0.094,0.301,8.267704,,2017,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J08214087+1329512 b, EPIC 211525389 b, EPIC 211525389.01, TYC 807-1019-1 b, WISE J082140.87+132951.1 b",K2-105,125.42028,13.49753,12.0,,10.541,10.173,,199.28,0.99,0.91,0.6,"2MASS J08214087+1329512, EPIC 211525389, TYC 807-1019-1, WISE J082140.87+132951.1"
K2-107 b,Confirmed,0.84,1.426,3.313959,,2017,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"EPIC 216468514 b, 2MASS J18595649-2217363 b, EPIC 216468514.01, WISE J185956.48-221736.2 b",K2-107,284.985382,-22.293402,,,11.564,11.257,11.21,696.95,1.3,1.81,4.25,"2MASS 18595649-221736, EPIC 216468514, 2MASS J18595649-2217363, WISE J185956.48-221736.2"
K2-108 b,Confirmed,0.187,0.476,4.733999,,2017,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J08133165+1625107 b, EPIC 211736671 b, EPIC 211736671.01, WISE J081331.64+162510.4 b",K2-108,123.381874,16.419609,12.33,,10.986,10.652,,484.99,1.17,1.76,7.8,"EPIC 211736671, 2MASS J08133165+1625107, WISE J081331.64+162510.4"
K2-110 b,Confirmed,0.0525,0.228,13.86387,,2017,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"EPIC 212521166 b, 2MASS J13492388-1217042 b, EPIC 212521166.01, WISE J134923.91-121705.2 b",K2-110,207.349533,-12.284491,11.91,,10.184,9.641,,116.84,0.75,0.71,8.0,"2MASS J13492388-1217042, EPIC 212521166, WISE J134923.91-121705.2"
